,time,MPL,MOAS_prefix_num,MOAS_AS,MOAS,new_MOAS,MOAS_num,withdraw_num,peer_increase,peer_num,new_prefix_num,MOAS_Ann_num,own_Ann_num,new_sub_prefix,Victim_AS,Diff_Ann,duplicate_ann,withdraw_unique_prefix_num,withdraw_unique_prefix,diff_1,diff_3,diff_2,diff_7,label_0,label_1,label_2,label_3,len_path4,len_path5,len_path2,len_path9,len_path3,ann_shorter_3,ann_shorter_6,ann_longer_1,ann_longer_2,ann_longer_0,ann_longer_4,diff_4,len_path6,ann_shorter_2,ann_shorter_1,ann_longer_3,len_path7,ann_longer_6,diff_6,ann_shorter_4,ann_longer_7,diff_5,ann_shorter_5,ann_longer_5,len_path8,len_path10,diff_8,ann_shorter_7,len_path11,len_path12,diff_9,diff_11,len_path13,ann_shorter_9,ann_longer_8,ann_shorter_8,diff_10,diff_12,len_path14,ann_longer_9,ann_longer_10,ann_longer_11,ann_longer_12,diff_13,len_path15,ann_shorter_10
1587792900.0,2020-04-25 05:35:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,2,0,271,0,0,85,set(),13335,32,53,1,{'173.245.49.0/24'},15.0,1.0,16.0,,0,0,0,0,10.0,1.0,,,21.0,,,16.0,,5.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587792960.0,2020-04-25 05:36:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,111,set(),13335,17,94,0,set(),2.0,8.0,3.0,,0,0,0,0,1.0,3.0,,,5.0,2.0,,2.0,3.0,,,2.0,2.0,3.0,6.0,1.0,4.0,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
1587793020.0,2020-04-25 05:37:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,416,set(),13335,204,212,0,set(),25.0,31.0,118.0,7.0,0,0,0,0,17.0,73.0,2.0,4.0,52.0,13.0,2.0,40.0,25.0,33.0,3.0,14.0,41.0,33.0,30.0,13.0,8.0,5.0,5.0,5.0,,4.0,,1.0,4.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,
1587793080.0,2020-04-25 05:38:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,2,0,271,0,0,78,set(),13335,43,35,2,"{'8.43.122.0/24', '172.68.200.0/22'}",4.0,9.0,24.0,2.0,0,0,0,0,12.0,19.0,,,4.0,,,12.0,4.0,6.0,1.0,1.0,5.0,6.0,11.0,1.0,2.0,,,,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
1587793140.0,2020-04-25 05:39:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,34,0,271,0,0,333,set(),13335,83,250,34,"{'104.31.192.0/20', '104.20.240.0/20', '104.31.144.0/20', '104.28.96.0/20', '104.20.0.0/20', '104.20.192.0/20', '104.28.80.0/20', '8.42.54.0/24', '104.28.32.0/20', '8.41.5.0/24', '198.41.241.0/24', '141.101.112.0/23', '172.64.36.0/23', '104.28.144.0/20', '198.41.242.0/24', '104.24.96.0/20', '104.28.64.0/20', '172.68.108.0/22', '104.22.32.0/20', '104.20.80.0/20', '172.69.128.0/22', '198.41.240.0/24', '104.31.176.0/20', '104.20.96.0/20', '104.31.80.0/20', '104.31.160.0/20', '104.20.208.0/20', '104.20.48.0/20', '104.25.112.0/20', '104.28.176.0/20', '104.28.160.0/20', '104.20.32.0/20', '162.158.200.0/22', '104.31.208.0/20'}",21.0,17.0,33.0,4.0,0,0,0,0,14.0,33.0,2.0,2.0,6.0,3.0,2.0,21.0,12.0,12.0,2.0,4.0,12.0,9.0,18.0,,10.0,2.0,,2.0,,4.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,
1587793200.0,2020-04-25 05:40:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,76,set(),13335,34,42,0,set(),19.0,3.0,11.0,1.0,0,0,0,0,15.0,3.0,,,16.0,,1.0,8.0,1.0,11.0,,,,3.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793260.0,2020-04-25 05:41:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,44,set(),13335,15,29,0,set(),,,15.0,,0,0,0,0,7.0,,,,8.0,,,5.0,,2.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793320.0,2020-04-25 05:42:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,4,set(),13335,1,3,0,set(),1.0,,,,0,0,0,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793380.0,2020-04-25 05:43:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,0,set(),13335,0,0,0,set(),,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793440.0,2020-04-25 05:44:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,16,set(),13335,2,14,0,set(),,1.0,1.0,,0,0,0,0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793500.0,2020-04-25 05:45:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,116,set(),13335,28,88,0,set(),11.0,1.0,16.0,,0,0,0,0,8.0,1.0,9.0,,10.0,1.0,,8.0,1.0,,,,,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793560.0,2020-04-25 05:46:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,37,set(),13335,9,28,0,set(),2.0,,7.0,,0,0,0,0,3.0,,1.0,,5.0,,,3.0,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793620.0,2020-04-25 05:47:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,35,set(),13335,8,27,0,set(),,,8.0,,0,0,0,0,4.0,,,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793680.0,2020-04-25 05:48:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,8,set(),13335,4,4,0,set(),,,4.0,,0,0,0,0,2.0,,,,2.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793740.0,2020-04-25 05:49:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,24,set(),13335,8,16,0,set(),,,8.0,,0,0,0,0,4.0,,,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793800.0,2020-04-25 05:50:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,22,set(),13335,9,13,0,set(),,,9.0,,0,0,0,0,5.0,,,,4.0,,,4.0,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793860.0,2020-04-25 05:51:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,271,0,0,60,set(),13335,21,39,1,{'173.245.49.0/24'},8.0,4.0,9.0,,0,0,0,0,7.0,6.0,1.0,,6.0,,,10.0,5.0,,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793920.0,2020-04-25 05:52:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,71,set(),13335,16,55,0,set(),,1.0,15.0,,0,0,0,0,6.0,3.0,,,7.0,,,6.0,,3.0,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587793980.0,2020-04-25 05:53:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,38,set(),13335,7,31,0,set(),2.0,1.0,4.0,,0,0,0,0,3.0,1.0,1.0,,2.0,,,1.0,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794040.0,2020-04-25 05:54:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,96,set(),13335,26,70,0,set(),10.0,3.0,13.0,,0,0,0,0,11.0,4.0,1.0,,10.0,1.0,,12.0,1.0,4.0,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794100.0,2020-04-25 05:55:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,357,set(),13335,63,294,0,set(),9.0,36.0,12.0,,0,0,0,0,12.0,23.0,,,18.0,,,9.0,17.0,5.0,3.0,4.0,7.0,11.0,12.0,6.0,1.0,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
1587794160.0,2020-04-25 05:56:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,76,set(),13335,15,61,0,set(),4.0,8.0,3.0,,0,0,0,0,3.0,3.0,1.0,,6.0,,,3.0,2.0,1.0,,,,2.0,7.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1587794220.0,2020-04-25 05:57:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,13,set(),13335,3,10,0,set(),2.0,1.0,,,0,0,0,0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794280.0,2020-04-25 05:58:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,38,set(),13335,14,24,0,set(),,,13.0,,0,0,0,0,7.0,,,,7.0,,,6.0,,,,1.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794340.0,2020-04-25 05:59:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,38,set(),13335,7,31,0,set(),1.0,,6.0,,0,0,0,0,3.0,,,,4.0,,,3.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794400.0,2020-04-25 06:00:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,124,set(),13335,17,107,0,set(),3.0,1.0,13.0,,0,0,0,0,9.0,1.0,2.0,,5.0,1.0,,6.0,1.0,3.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794460.0,2020-04-25 06:01:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,271,0,0,46,set(),13335,17,29,1,{'162.158.228.0/22'},7.0,4.0,6.0,,0,0,0,0,7.0,,,,8.0,1.0,,10.0,2.0,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794520.0,2020-04-25 06:02:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,271,0,0,7,set(),13335,5,2,1,{'173.245.49.0/24'},3.0,,2.0,,0,0,0,0,1.0,,2.0,,2.0,,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794580.0,2020-04-25 06:03:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,22,set(),13335,10,12,0,set(),1.0,,9.0,,0,0,0,0,5.0,,1.0,,4.0,,,5.0,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794640.0,2020-04-25 06:04:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,271,0,0,66,set(),13335,29,37,1,{'8.44.2.0/24'},2.0,2.0,20.0,,0,0,0,0,13.0,3.0,1.0,,8.0,1.0,,9.0,1.0,5.0,3.0,3.0,,,8.0,,1.0,,2.0,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
1587794700.0,2020-04-25 06:05:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,271,0,0,51,set(),13335,22,29,1,{'162.158.232.0/22'},1.0,2.0,16.0,,0,0,0,0,8.0,1.0,,,9.0,,,10.0,1.0,,1.0,1.0,1.0,,8.0,,1.0,,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
1587794760.0,2020-04-25 06:06:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,5,set(),13335,1,4,0,set(),,,1.0,,0,0,0,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794820.0,2020-04-25 06:07:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,13,set(),13335,6,7,0,set(),1.0,,5.0,,0,0,0,0,4.0,,1.0,,1.0,,,3.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794880.0,2020-04-25 06:08:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,31,set(),13335,11,20,0,set(),,,11.0,,0,0,0,0,4.0,,,,7.0,,,4.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587794940.0,2020-04-25 06:09:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,18,set(),13335,6,12,0,set(),2.0,1.0,3.0,,0,0,0,0,3.0,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795000.0,2020-04-25 06:10:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,11,set(),13335,2,9,0,set(),1.0,,1.0,,0,0,0,0,,,,,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795060.0,2020-04-25 06:11:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,50,set(),13335,20,30,0,set(),,,20.0,,0,0,0,0,10.0,,,,10.0,,,10.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795120.0,2020-04-25 06:12:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,5,set(),13335,0,5,0,set(),,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795180.0,2020-04-25 06:13:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,23,set(),13335,8,15,0,set(),,,8.0,,0,0,0,0,4.0,,,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795240.0,2020-04-25 06:14:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,635,set(),13335,39,596,0,set(),5.0,7.0,22.0,2.0,0,0,0,0,18.0,5.0,3.0,1.0,8.0,2.0,,8.0,8.0,4.0,1.0,1.0,2.0,3.0,9.0,2.0,2.0,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
1587795300.0,2020-04-25 06:15:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,271,0,0,12,set(),13335,5,7,1,{'173.245.49.0/24'},4.0,,1.0,,0,0,0,0,,,2.0,,3.0,,,1.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795360.0,2020-04-25 06:16:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,31,set(),13335,14,17,0,set(),3.0,2.0,9.0,,0,0,0,0,6.0,1.0,1.0,,6.0,,,6.0,,1.0,,,,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795420.0,2020-04-25 06:17:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,23,set(),13335,9,14,0,set(),,,9.0,,0,0,0,0,4.0,,,,5.0,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795480.0,2020-04-25 06:18:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,56,set(),13335,22,34,0,set(),,2.0,20.0,,0,0,0,0,10.0,1.0,,,11.0,,,10.0,1.0,,,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795540.0,2020-04-25 06:19:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,5,set(),13335,2,3,0,set(),2.0,,,,0,0,0,0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795600.0,2020-04-25 06:20:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,60,set(),13335,7,53,0,set(),,,6.0,,0,0,0,0,3.0,,,,4.0,1.0,,3.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795660.0,2020-04-25 06:21:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,0,set(),13335,0,0,0,set(),,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795720.0,2020-04-25 06:22:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,22,set(),13335,8,14,0,set(),,,8.0,,0,0,0,0,4.0,,,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795780.0,2020-04-25 06:23:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,334,set(),13335,11,323,0,set(),4.0,1.0,6.0,,0,0,0,0,7.0,1.0,2.0,,1.0,1.0,,2.0,2.0,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795840.0,2020-04-25 06:24:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,37,set(),13335,14,23,0,set(),,,14.0,,0,0,0,0,7.0,,,,7.0,,,7.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587795900.0,2020-04-25 06:25:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,105,set(),13335,10,95,0,set(),2.0,,6.0,,0,0,0,0,4.0,,,,4.0,,,4.0,2.0,,,2.0,1.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1587795960.0,2020-04-25 06:26:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,22,set(),13335,8,14,0,set(),,,8.0,,0,0,0,0,4.0,,,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796020.0,2020-04-25 06:27:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,23,set(),13335,8,15,0,set(),2.0,,6.0,,0,0,0,0,4.0,,,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796080.0,2020-04-25 06:28:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,4,set(),13335,1,3,0,set(),1.0,,,,0,0,0,0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796140.0,2020-04-25 06:29:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,34,set(),13335,12,22,0,set(),3.0,1.0,8.0,,0,0,0,0,5.0,1.0,1.0,,5.0,1.0,,5.0,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796200.0,2020-04-25 06:30:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,59,set(),13335,22,37,0,set(),,,22.0,,0,0,0,0,11.0,,,,11.0,,,11.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796260.0,2020-04-25 06:31:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,20,set(),13335,4,16,0,set(),,,4.0,,0,0,0,0,2.0,,,,2.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796320.0,2020-04-25 06:32:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,271,0,0,5,set(),13335,3,2,1,{'173.245.49.0/24'},3.0,,,,0,0,0,0,,,1.0,,2.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796380.0,2020-04-25 06:33:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,22,set(),13335,7,15,0,set(),1.0,,6.0,,0,0,0,0,4.0,,,,3.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796440.0,2020-04-25 06:34:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,35,set(),13335,13,22,0,set(),1.0,1.0,11.0,,0,0,0,0,6.0,1.0,1.0,,5.0,1.0,,5.0,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796500.0,2020-04-25 06:35:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,2,set(),13335,0,2,0,set(),,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796560.0,2020-04-25 06:36:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,26,set(),13335,11,15,0,set(),,,11.0,,0,0,0,0,6.0,,,,5.0,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796620.0,2020-04-25 06:37:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,32,set(),13335,12,20,0,set(),1.0,,11.0,,0,0,0,0,5.0,,2.0,,5.0,,,4.0,,1.0,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796680.0,2020-04-25 06:38:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,22,set(),13335,11,11,0,set(),,,9.0,1.0,0,0,0,0,4.0,1.0,,1.0,5.0,,,3.0,1.0,,,,,,5.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796740.0,2020-04-25 06:39:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,31,set(),13335,13,18,0,set(),2.0,,9.0,,0,0,0,0,5.0,2.0,1.0,1.0,4.0,,,6.0,,,1.0,,,,5.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796800.0,2020-04-25 06:40:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,4,set(),13335,1,3,0,set(),1.0,,,,0,0,0,0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796860.0,2020-04-25 06:41:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,20,set(),13335,8,12,0,set(),,,8.0,,0,0,0,0,4.0,,,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796920.0,2020-04-25 06:42:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,2,set(),13335,0,2,0,set(),,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587796980.0,2020-04-25 06:43:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,56,set(),13335,22,34,0,set(),,,22.0,,0,0,0,0,11.0,,,,11.0,,,11.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587797040.0,2020-04-25 06:44:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,271,0,0,28,set(),13335,10,18,1,{'173.245.49.0/24'},4.0,,6.0,,0,0,0,0,4.0,,1.0,,5.0,,,5.0,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587797100.0,2020-04-25 06:45:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,0,set(),13335,0,0,0,set(),,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587797160.0,2020-04-25 06:46:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,8,0,271,0,0,474,set(),13335,131,343,7,"{'172.68.29.0/24', '162.158.143.0/24', '8.14.203.0/24', '8.14.201.0/24', '172.68.120.0/23', '172.69.184.0/22', '172.68.28.0/24'}",53.0,26.0,41.0,,0,0,0,0,19.0,11.0,44.0,,51.0,8.0,1.0,27.0,8.0,12.0,2.0,7.0,5.0,14.0,48.0,6.0,1.0,,1.0,3.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
1587797220.0,2020-04-25 06:47:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,85,0,271,0,0,321,set(),13335,133,188,29,"{'172.69.252.0/24', '162.158.116.0/22', '172.69.157.0/24', '8.38.147.0/24', '172.69.72.0/22', '8.38.148.0/24', '172.68.144.0/22', '8.47.15.0/24', '108.162.215.0/24', '173.245.48.0/24', '172.69.132.0/22', '172.69.32.0/22', '108.162.214.0/24', '172.68.208.0/22', '8.38.172.0/24', '8.47.69.0/24', '172.68.104.0/22', '172.69.152.0/22', '8.37.43.0/24', '172.68.44.0/22', '141.101.72.0/24', '162.158.226.0/23', '103.22.200.0/23', '162.158.143.0/24', '162.158.160.0/20', '8.17.206.0/24', '162.158.4.0/22', '172.68.120.0/23', '172.69.47.0/24'}",43.0,23.0,57.0,3.0,0,0,0,0,35.0,13.0,26.0,2.0,53.0,5.0,1.0,36.0,15.0,20.0,1.0,6.0,4.0,14.0,35.0,3.0,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
1587797280.0,2020-04-25 06:48:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,150,set(),13335,31,119,0,set(),14.0,5.0,10.0,,0,0,0,0,11.0,3.0,6.0,,10.0,2.0,,9.0,5.0,4.0,,2.0,1.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587797340.0,2020-04-25 06:49:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,34,set(),13335,15,19,0,set(),,1.0,14.0,,0,0,0,0,6.0,,1.0,,8.0,,,6.0,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587797400.0,2020-04-25 06:50:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,3,0,271,0,0,1359,set(),13335,22,1337,1,{'173.245.49.0/24'},9.0,1.0,7.0,,0,0,0,0,4.0,,7.0,,10.0,5.0,,2.0,1.0,3.0,,5.0,1.0,3.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587797460.0,2020-04-25 06:51:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,39,set(),13335,15,24,0,set(),,,15.0,,0,0,0,0,7.0,,,,8.0,,,7.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587797520.0,2020-04-25 06:52:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,271,0,0,8,set(),13335,2,6,0,set(),2.0,,,,0,0,0,0,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
